rgb_frame,thermal_frame,rgb_box_index,thermal_box_index,rgb_center_x_norm,rgb_center_y_norm,thermal_center_x_norm,thermal_center_y_norm,center_displacement_norm,width_difference_norm,height_difference_norm,class_id
65,66,2,1,0.495703,0.85625,0.473828,0.836111,0.029733734141543598,0.0062499999999999995,0.006944000000000006,0
65,66,3,3,0.496875,0.750694,0.476953,0.733333,0.026425185051386083,0.0039059999999999997,0.0013889999999999944,0
66,67,0,0,0.529297,0.709722,0.526953,0.69375,0.01614308272914438,0.0015620000000000009,0.020834,0
66,67,1,1,0.501562,0.709028,0.482422,0.690972,0.026312710540725297,0.0023439999999999997,0.0027779999999999958,0
66,67,2,2,0.494141,0.705556,0.473437,0.691667,0.024931103806289805,0.0039060000000000006,0.016666,0
66,67,3,3,0.494922,0.800694,0.471875,0.789583,0.025585514065580135,0.005468000000000001,0.008333,0
67,68,0,1,0.493359,0.7625,0.469531,0.754861,0.02502254793181542,0.0023440000000000006,0.004167000000000004,0
67,68,1,0,0.527344,0.679167,0.524609,0.664583,0.014838237125750425,0.008594000000000001,0.006943999999999999,0
67,68,2,2,0.500391,0.681944,0.48125,0.666667,0.024490092078226253,0.0039060000000000006,0.008333,0
67,68,3,3,0.494141,0.677778,0.471484,0.664583,0.02621922336759802,0.004688,0.006945,0
68,69,0,0,0.526172,0.655556,0.523047,0.642361,0.013560001843657743,0.004687,0.004167000000000004,0
68,69,1,1,0.492969,0.741667,0.470313,0.734722,0.023696568549053686,0.00625,0.008333,0
68,69,2,2,0.499219,0.661111,0.480859,0.650694,0.021109322324508708,0.005469,0.0013889999999999944,0
68,69,3,3,0.494531,0.657639,0.470313,0.647222,0.026363334633539837,0.00625,0.004166999999999997,0
69,70,0,0,0.524219,0.644444,0.521484,0.633333,0.011442663413733704,0.007031000000000001,0.0055549999999999974,0
69,70,1,1,0.493359,0.722917,0.469922,0.71875,0.023804555404375854,0.003125000000000001,0.011111000000000003,0
69,70,2,2,0.499219,0.646528,0.481641,0.636111,0.020432816081000716,0.005468999999999999,0.006944000000000006,0
69,70,3,3,0.49375,0.645833,0.472266,0.633333,0.024855829416859116,0.005469,0.0055549999999999974,0
70,71,0,0,0.524609,0.634722,0.520703,0.622222,0.013096061850800745,0.0062499999999999995,0.008333,0
70,71,1,1,0.491797,0.713194,0.469922,0.715278,0.02197404562205146,0.007813,0.006943999999999999,0
70,71,2,2,0.498828,0.638889,0.48125,0.627778,0.02079520148976685,0.0039060000000000006,0.0055549999999999974,0
70,71,3,3,0.493359,0.636806,0.471484,0.627083,0.02393851194205688,0.00625,0.0,0
71,72,0,3,0.525,0.630556,0.520312,0.625,0.0072695584460130925,0.004687,0.0055549999999999974,0
71,72,1,0,0.491797,0.711806,0.469174,0.712047,0.02262428363506788,0.00625,0.004165999999999996,0
71,72,2,1,0.499219,0.631944,0.480378,0.624869,0.020125578401626102,0.004687,0.011111000000000003,0
71,72,3,2,0.493359,0.632639,0.470655,0.624147,0.02424016666609368,0.004688,0.008333999999999994,0
72,73,0,3,0.525826,0.630286,0.519922,0.620833,0.011145242258470701,0.008594,0.0055549999999999974,0
72,73,1,0,0.492657,0.711685,0.469019,0.710394,0.02367322802238849,0.00625,0.004165999999999996,0
72,73,2,1,0.500107,0.631726,0.480199,0.623468,0.02155279629189677,0.004687,0.011111000000000003,0
72,73,3,2,0.494266,0.632507,0.470526,0.622891,0.025613571715010785,0.004688,0.008333999999999994,0
73,74,0,3,0.525991,0.629622,0.521875,0.624306,0.006723192098995828,0.009375,0.004165999999999996,0
73,74,1,0,0.492747,0.711116,0.469315,0.709555,0.023483938021549966,0.00625,0.004165999999999996,0
73,74,2,1,0.50015,0.631189,0.480382,0.622707,0.02151088440766674,0.004687,0.011111000000000003,0
73,74,3,2,0.494387,0.631876,0.470655,0.622001,0.025704541408085865,0.004688,0.008333999999999994,0
74,75,0,3,0.525382,0.628245,0.520703,0.619444,0.009967479219943272,0.008594,0.0027769999999999948,0
74,75,1,0,0.492055,0.709998,0.46968,0.708832,0.022405360541620425,0.00625,0.004165999999999996,0
74,75,2,1,0.499648,0.629864,0.485156,0.625,0.015286482917924579,0.009375,0.008333,0
74,75,3,2,0.493827,0.630464,0.473047,0.620833,0.022903374445701268,0.009375000000000001,0.006945,0
75,76,0,3,0.524422,0.627816,0.520312,0.61875,0.009954117539993227,0.004687,0.0013889999999999944,0
75,76,1,0,0.492682,0.709856,0.469985,0.708607,0.022731339819729086,0.00625,0.004165999999999996,0
75,76,2,1,0.502594,0.629588,0.485413,0.624548,0.017904981457683794,0.009375,0.008333,0
75,76,3,2,0.495281,0.627459,0.473294,0.620366,0.023102788100140676,0.009375000000000001,0.006945,0
76,77,0,2,0.523783,0.626971,0.521094,0.619444,0.007992899974352208,0.003125000000000001,0.0027769999999999948,0
76,77,1,0,0.492033,0.70903,0.470235,0.708368,0.02180805007331007,0.00625,0.004165999999999996,0
76,77,2,3,0.503125,0.635417,0.486719,0.627083,0.018401423640577435,0.004688,0.008333,0
76,77,3,1,0.494922,0.626389,0.473507,0.619852,0.022390502316830648,0.00625,0.011111000000000003,0
77,78,0,3,0.52305,0.625616,0.520703,0.61875,0.007256057124912879,0.007031000000000001,0.004165999999999996,0
77,78,1,0,0.491418,0.707746,0.470274,0.707856,0.02114428613124595,0.00625,0.004165999999999996,0
77,78,2,1,0.502394,0.634315,0.485156,0.630556,0.017643092841109258,0.004688,0.004165999999999996,0
77,78,3,2,0.494291,0.625198,0.471875,0.619444,0.023142721793255005,0.005469,0.011111000000000003,0
78,79,0,3,0.522461,0.624184,0.521484,0.618056,0.006205393863406168,0.0039059999999999997,0.0055549999999999974,0
78,79,1,0,0.490688,0.706402,0.470259,0.707266,0.02044726233509027,0.00625,0.004165999999999996,0
78,79,2,1,0.498839,0.641473,0.481952,0.635297,0.017980927256401404,0.004688,0.004165999999999996,0
78,79,3,2,0.493539,0.6238,0.471813,0.618605,0.022338466845332104,0.005469,0.011111000000000003,0
79,80,0,3,0.524065,0.623506,0.519922,0.617361,0.007411172241960075,0.005469,0.004165999999999996,0
79,80,1,0,0.490127,0.705949,0.470165,0.706769,0.019978834900964547,0.00625,0.004165999999999996,0
79,80,2,1,0.498173,0.640932,0.475513,0.634637,0.02351813396083961,0.004688,0.004165999999999996,0
79,80,3,2,0.492849,0.62318,0.471589,0.617902,0.02190536199198726,0.005469,0.011111000000000003,0
80,81,0,3,0.523506,0.623905,0.520312,0.620139,0.004938055487740144,0.0015620000000000009,0.006943999999999999,0
80,81,1,0,0.489457,0.706097,0.47009,0.706456,0.019370327049381453,0.00625,0.004165999999999996,0
80,81,2,2,0.493719,0.639942,0.472266,0.638889,0.02147882720261979,0.010157,0.0013890000000000013,0
80,81,3,1,0.492285,0.623376,0.471501,0.617595,0.021573006675009377,0.005469,0.011111000000000003,0
81,82,0,3,0.523015,0.624897,0.519922,0.616667,0.008792016207901418,0.0039059999999999997,0.0055549999999999974,0
81,82,1,0,0.488915,0.707458,0.469922,0.703472,0.01940675771477553,0.004687,0.0027779999999999958,0
81,82,2,1,0.488564,0.64265,0.461328,0.638194,0.02759810921059628,0.011719,0.0027779999999999958,0
81,82,3,2,0.493359,0.627083,0.471875,0.618056,0.023303411445537287,0.008594,0.006945,0
82,83,0,0,0.522467,0.625411,0.519531,0.61875,0.007279355534661064,0.004687,0.006943999999999999,0
82,83,1,1,0.490814,0.704965,0.46875,0.703472,0.022114455566438863,0.0039060000000000015,0.0055549999999999974,0
82,83,2,3,0.484171,0.64455,0.454297,0.643056,0.029911334172851613,0.007031999999999999,0.009722000000000001,0
82,83,3,2,0.492846,0.627306,0.472656,0.616667,0.02282157796910636,0.005469,0.0013889999999999944,0
83,84,0,3,0.522168,0.625856,0.518359,0.613889,0.012558565602806653,0.0039059999999999997,0.008333,0
83,84,1,0,0.490555,0.705446,0.468695,0.703008,0.02199553236455081,0.0039060000000000015,0.0055549999999999974,0
83,84,2,1,0.492617,0.627992,0.472607,0.616075,0.02328980440020912,0.005469,0.0013889999999999944,0
83,84,3,2,0.477734,0.646528,0.446484,0.640278,0.0318688719599549,0.0078119999999999995,0.0013880000000000003,0
84,85,0,3,0.522031,0.626544,0.518359,0.614583,0.012511958479790445,0.010156,0.0013889999999999944,0
84,85,1,0,0.490338,0.706033,0.468754,0.702483,0.021873992685378683,0.0039060000000000015,0.0055549999999999974,0
84,85,2,1,0.492501,0.628686,0.472637,0.615715,0.023723940166001108,0.005469,0.0013889999999999944,0
84,85,3,2,0.472235,0.647461,0.438737,0.645393,0.03356177331429318,0.0078119999999999995,0.0013880000000000003,0
85,86,0,3,0.52165,0.626965,0.518359,0.614583,0.012811893107577806,0.010156,0.0013889999999999944,0
85,86,1,0,0.489914,0.706694,0.468754,0.702483,0.021574941969794523,0.0039060000000000015,0.0055549999999999974,0
85,86,2,1,0.491977,0.629471,0.471075,0.617103,0.024287054741157894,0.005469,0.0013889999999999944,0
85,86,3,2,0.46771,0.651148,0.431705,0.64956,0.036040002344617024,0.0078119999999999995,0.0013880000000000003,0
86,87,0,3,0.520928,0.626905,0.51875,0.615972,0.011147832659311017,0.004687,0.0013890000000000013,0
86,87,1,0,0.491543,0.702926,0.467249,0.700822,0.02438493904031748,0.0039060000000000015,0.0055549999999999974,0
86,87,2,1,0.491267,0.62962,0.469474,0.616631,0.025370237878269846,0.005469,0.0013889999999999944,0
86,87,3,2,0.464676,0.65297,0.424219,0.651389,0.04048787979136469,0.0007810000000000004,0.0013880000000000003,0
87,88,0,3,0.521887,0.624795,0.517187,0.615278,0.010614296443947678,0.007812999999999999,0.0027769999999999948,0
87,88,1,0,0.490902,0.703546,0.467181,0.700505,0.02391513165341139,0.0039060000000000015,0.0055549999999999974,0
87,88,2,1,0.490567,0.630187,0.469366,0.616262,0.025365094638104563,0.005469,0.0013889999999999944,0
87,88,3,2,0.463984,0.6537,0.422622,0.652557,0.041377789851561673,0.0007810000000000004,0.0013880000000000003,0
88,89,0,3,0.52098,0.625972,0.517187,0.613889,0.012664349094998893,0.00625,0.0055549999999999974,0
88,89,1,0,0.49005,0.704584,0.46701,0.700361,0.023423819692782816,0.0039060000000000015,0.0055549999999999974,0
88,89,2,1,0.489664,0.631358,0.469216,0.61619,0.025459554748659637,0.005469,0.0013889999999999944,0
88,89,3,2,0.463099,0.654962,0.417041,0.653971,0.04606866011726409,0.0007810000000000004,0.0013880000000000003,0
89,90,0,3,0.521673,0.625767,0.517969,0.615972,0.01047194542575544,0.012499999999999999,0.009721999999999995,0
89,90,1,0,0.489996,0.704485,0.466816,0.700352,0.023545574722227517,0.0039060000000000015,0.0055549999999999974,0
89,90,2,1,0.491986,0.628466,0.469071,0.61625,0.02596782395581113,0.005469,0.0013889999999999944,0
89,90,3,2,0.459839,0.656314,0.417099,0.654191,0.04279269480881053,0.0007810000000000004,0.0013880000000000003,0
90,91,0,3,0.52139,0.62597,0.518359,0.615278,0.0111133174614964,0.0039059999999999997,0.0,0
90,91,1,0,0.490422,0.703473,0.466744,0.700373,0.02388006876037005,0.0039060000000000015,0.0055549999999999974,0
90,91,2,1,0.490944,0.628811,0.469019,0.616242,0.02527222558462155,0.005469,0.0013889999999999944,0
90,91,3,2,0.45884,0.656546,0.413243,0.654285,0.04565302322957374,0.0007810000000000004,0.0013880000000000003,0
91,92,0,3,0.520753,0.626246,0.518359,0.617361,0.009201872689838663,0.005469,0.0013889999999999944,0
91,92,1,0,0.489835,0.703612,0.466807,0.700363,0.023256069852836268,0.0039060000000000015,0.0055549999999999974,0
91,92,2,1,0.490377,0.62901,0.469056,0.61618,0.024883607877476323,0.005469,0.0013889999999999944,0
91,92,3,2,0.458099,0.656845,0.413169,0.654039,0.045017535872146505,0.0007810000000000004,0.0013880000000000003,0
92,93,0,3,0.519723,0.625066,0.517187,0.616667,0.008773511098756372,0.007812999999999999,0.008333,0
92,93,1,0,0.488774,0.702541,0.466868,0.699925,0.022061647535938898,0.0039060000000000015,0.0055549999999999974,0
92,93,2,1,0.489225,0.628023,0.469084,0.615619,0.023654156019608904,0.005469,0.0013889999999999944,0
92,93,3,2,0.457074,0.655984,0.413005,0.653392,0.04414516083332348,0.0007810000000000004,0.0013880000000000003,0
93,94,0,3,0.522135,0.623146,0.516797,0.616667,0.00839474150882568,0.005469,0.0027780000000000027,0
93,94,1,0,0.48806,0.700769,0.466975,0.699391,0.021129981282528406,0.0039060000000000015,0.0055549999999999974,0
93,94,2,1,0.488663,0.625974,0.467554,0.616216,0.023255288538308883,0.005469,0.0013889999999999944,0
93,94,3,2,0.458743,0.661215,0.417188,0.657639,0.04170858186272941,0.007030999999999999,0.005555000000000004,0
94,95,0,3,0.52096,0.622608,0.517187,0.613889,0.009500341572806778,0.004687,0.0,0
94,95,1,0,0.490935,0.70028,0.466908,0.699121,0.02405493733103458,0.0039060000000000015,0.0055549999999999974,0
94,95,2,1,0.489834,0.625488,0.467388,0.615859,0.024424179761048243,0.005469,0.0013889999999999944,0
94,95,3,2,0.463057,0.663724,0.41701,0.657385,0.046481277198459174,0.007030999999999999,0.005555000000000004,0
95,96,0,3,0.51983,0.623129,0.516016,0.6125,0.011292574418616858,0.005469,0.008333,0
95,96,1,1,0.489679,0.700861,0.465625,0.702083,0.024085020240805246,0.010156,0.013888999999999999,0
95,96,2,2,0.488762,0.625965,0.464453,0.621528,0.02471061411620518,0.00625,0.0055559999999999984,0
95,96,3,0,0.46205,0.664279,0.425011,0.665273,0.03705233537848862,0.007030999999999999,0.005555000000000004,0
96,97,0,3,0.518958,0.625184,0.514453,0.610417,0.015438889662148606,0.005469,0.0013890000000000013,0
96,97,1,1,0.488819,0.702676,0.465259,0.702659,0.023560006133275968,0.010156,0.013888999999999999,0
96,97,2,2,0.487846,0.627916,0.464094,0.622166,0.02443808511319985,0.00625,0.0055559999999999984,0
96,97,3,0,0.469754,0.664711,0.432472,0.665747,0.037296391514461534,0.007030999999999999,0.005555000000000004,0
97,98,0,3,0.52133,0.628005,0.514844,0.618056,0.011876480833984434,0.007812999999999999,0.011110999999999996,0
97,98,1,1,0.488079,0.706889,0.464732,0.703818,0.023548109265926213,0.010156,0.013888999999999999,0
97,98,2,2,0.488606,0.62948,0.463587,0.623615,0.025697248607584395,0.00625,0.0055559999999999984,0
97,98,3,0,0.471235,0.672816,0.436795,0.669562,0.0345933825463773,0.007030999999999999,0.005555000000000004,0
98,99,0,3,0.52133,0.628005,0.513281,0.620139,0.011254348359634164,0.00625,0.006943999999999999,0
98,99,1,1,0.488079,0.706889,0.464416,0.704618,0.023771727114368438,0.010156,0.013888999999999999,0
98,99,2,2,0.487043,0.632258,0.460953,0.627333,0.02655077635399763,0.00625,0.0055559999999999984,0
98,99,3,0,0.471235,0.674205,0.441178,0.680157,0.030640651967606687,0.007030999999999999,0.005555000000000004,0
99,100,0,3,0.52133,0.628005,0.515625,0.623611,0.007200990279121312,0.004687,0.008333,0
99,100,1,1,0.488079,0.706889,0.46413,0.705336,0.023999300198130777,0.010156,0.013888999999999999,0
99,100,2,2,0.485481,0.633647,0.460638,0.628226,0.025427581284896136,0.00625,0.0055559999999999984,0
99,100,3,0,0.472797,0.68115,0.44088,0.681037,0.03191720003383758,0.007030999999999999,0.005555000000000004,0
100,101,0,3,0.52133,0.628005,0.514453,0.623611,0.008160904667988645,0.005469,0.011110999999999996,0
100,101,1,0,0.488079,0.706889,0.463847,0.705967,0.02424953418109302,0.010156,0.013888999999999999,0
100,101,2,1,0.4847,0.639203,0.457228,0.634389,0.027890596623234856,0.00625,0.0055559999999999984,0
100,101,3,2,0.47436,0.686705,0.439844,0.686111,0.03452111081642651,0.0007819999999999997,0.0013880000000000003,0
101,102,0,3,0.518205,0.633561,0.5125,0.618056,0.01652126054512792,0.00625,0.0055549999999999974,0
101,102,1,0,0.488079,0.706889,0.463544,0.706254,0.024543215966942852,0.010156,0.013888999999999999,0
101,102,2,1,0.483137,0.643369,0.456907,0.634958,0.02754555900685259,0.00625,0.0055559999999999984,0
101,102,3,2,0.475141,0.692261,0.439581,0.686632,0.03600276712976377,0.0007819999999999997,0.0013880000000000003,0
102,103,0,3,0.518224,0.631522,0.512891,0.622917,0.01012358207355479,0.005469,0.012499999999999997,0
102,103,1,0,0.487129,0.708923,0.463321,0.706797,0.023902734989954596,0.010156,0.013888999999999999,0
102,103,2,1,0.482298,0.64558,0.45506,0.639627,0.02788094067638322,0.00625,0.0055559999999999984,0
102,103,3,2,0.474286,0.694427,0.44169,0.69686,0.032686674731455895,0.0007819999999999997,0.0013880000000000003,0
103,104,0,3,0.518224,0.631522,0.512109,0.626389,0.00798379070366955,0.008594,0.011110999999999996,0
103,104,1,0,0.487129,0.708923,0.46309,0.707163,0.02410334252754167,0.010156,0.013888999999999999,0
103,104,2,1,0.483079,0.651136,0.454824,0.648397,0.028387446979254737,0.00625,0.0055559999999999984,0
103,104,3,2,0.475067,0.699983,0.441404,0.69694,0.0338002576617398,0.0007819999999999997,0.0013880000000000003,0
104,105,0,3,0.518224,0.631522,0.512109,0.623611,0.009998857234704363,0.008594,0.0055549999999999974,0
104,105,1,0,0.487129,0.708923,0.462849,0.707434,0.024325614504057205,0.010156,0.013888999999999999,0
104,105,2,1,0.483079,0.655302,0.454616,0.648766,0.029203795386901325,0.00625,0.0055559999999999984,0
104,105,3,2,0.475067,0.701372,0.441284,0.697385,0.03401745519582557,0.0007819999999999997,0.0013880000000000003,0
105,106,0,2,0.518224,0.631522,0.512109,0.625694,0.008447414338127401,0.008594,0.009721999999999995,0
105,106,1,3,0.487129,0.708923,0.460938,0.713194,0.026536953894522226,0.0039060000000000015,0.0027779999999999958,0
105,106,2,0,0.482298,0.65808,0.452217,0.65584,0.030164286184161587,0.00625,0.0055559999999999984,0
105,106,3,1,0.475067,0.701372,0.443497,0.701787,0.031572727550846835,0.0007819999999999997,0.0013880000000000003,0
106,107,0,3,0.518224,0.631522,0.510938,0.622222,0.011814220075823868,0.004687,0.0027769999999999948,0
106,107,1,2,0.487129,0.708923,0.460815,0.713138,0.026649443164914362,0.0039060000000000015,0.0027779999999999958,0
106,107,2,0,0.479173,0.659469,0.452161,0.65588,0.027249386506855554,0.00625,0.0055559999999999984,0
106,107,3,1,0.475067,0.701372,0.443491,0.701761,0.031578396048564585,0.0007819999999999997,0.0013880000000000003,0
107,108,0,3,0.518224,0.631522,0.512109,0.623611,0.009998857234704363,0.0039059999999999997,0.0055549999999999974,0
107,108,1,2,0.487129,0.708923,0.460782,0.713107,0.026677148741947633,0.0039060000000000015,0.0027779999999999958,0
107,108,2,1,0.475067,0.701372,0.44345,0.701726,0.03161898171984671,0.0007819999999999997,0.0013880000000000003,0
107,108,3,0,0.480078,0.665278,0.451341,0.661379,0.02900029948121227,0.003125000000000001,0.006945,0
108,109,0,3,0.518224,0.631522,0.511328,0.626389,0.008596656617546192,0.007031000000000001,0.008333,0
108,109,1,2,0.487129,0.708923,0.458418,0.710271,0.028742627315539532,0.0039060000000000015,0.0027779999999999958,0
108,109,2,1,0.475067,0.701372,0.443424,0.701726,0.03164498009163542,0.0007819999999999997,0.0013880000000000003,0
108,109,3,0,0.480078,0.665278,0.45131,0.661348,0.029035198018956248,0.003125000000000001,0.006945,0
109,110,0,0,0.518224,0.631522,0.452888,0.665592,0.0736855331527159,0.007031000000000001,0.0013890000000000013,0
109,110,1,2,0.484004,0.710312,0.454554,0.711725,0.029483878120084517,0.0039060000000000015,0.0027779999999999958,0
109,110,2,1,0.47663,0.702761,0.44343,0.701735,0.033215849770854886,0.0007819999999999997,0.0013880000000000003,0
110,111,0,3,0.518224,0.631522,0.511328,0.626389,0.008596656617546192,0.0039059999999999997,0.008333,0
110,111,1,2,0.484004,0.710312,0.45451,0.711801,0.02953156204808675,0.0039060000000000015,0.0027779999999999958,0
110,111,2,1,0.474286,0.708316,0.443407,0.701793,0.03156045262666552,0.0007819999999999997,0.0013880000000000003,0
110,111,3,0,0.480859,0.673611,0.45286,0.66562,0.029117006748634024,0.003125000000000001,0.006945,0
111,112,0,3,0.518224,0.631522,0.510547,0.625694,0.009638563845303995,0.005469,0.006943999999999999,0
111,112,1,2,0.482441,0.710312,0.454496,0.711859,0.027987787229432765,0.0039060000000000015,0.0027779999999999958,0
111,112,2,1,0.474286,0.708316,0.443417,0.701943,0.031519998255076065,0.0007819999999999997,0.0013880000000000003,0
111,112,3,0,0.480859,0.676389,0.451292,0.676866,0.02957084743459337,0.003125000000000001,0.006945,0
112,113,0,3,0.518224,0.631522,0.511328,0.622917,0.011027277134451629,0.005469,0.009721999999999995,0
112,113,1,2,0.482441,0.710312,0.455263,0.709243,0.027199015515271912,0.0039060000000000015,0.0027779999999999958,0
112,113,2,1,0.474286,0.708316,0.443393,0.701924,0.031547347162637934,0.0007819999999999997,0.0013880000000000003,0
112,113,3,0,0.480859,0.676389,0.451278,0.676942,0.029586168558973603,0.003125000000000001,0.006945,0
113,114,0,3,0.518224,0.631522,0.510547,0.624306,0.010535985241067905,0.0039059999999999997,0.0013890000000000013,0
113,114,1,2,0.482441,0.710312,0.455234,0.70913,0.02723266371473784,0.0039060000000000015,0.0027779999999999958,0
113,114,2,1,0.474286,0.708316,0.443353,0.701931,0.031585102722644406,0.0007819999999999997,0.0013880000000000003,0
113,114,3,0,0.480859,0.676389,0.451271,0.676897,0.02959236063581275,0.003125000000000001,0.006945,0
114,115,0,3,0.518224,0.631522,0.508594,0.623611,0.012462777419179102,0.007812999999999999,0.011110999999999996,0
114,115,1,2,0.482441,0.710312,0.453591,0.71029,0.028850008388213673,0.0039060000000000015,0.0027779999999999958,0
114,115,2,1,0.474286,0.708316,0.443191,0.701633,0.03180505484981906,0.0007819999999999997,0.0013880000000000003,0
114,115,3,0,0.480859,0.676389,0.451158,0.676562,0.02970150383398118,0.003125000000000001,0.006945,0
115,116,0,3,0.518224,0.631522,0.509766,0.622222,0.01257090943408626,0.0039059999999999997,0.0,0
115,116,1,2,0.482441,0.710312,0.453579,0.709605,0.02887065799388715,0.0039060000000000015,0.0027779999999999958,0
115,116,2,1,0.474286,0.708316,0.443172,0.701065,0.031947738527163344,0.0007819999999999997,0.0013880000000000003,0
115,116,3,0,0.480859,0.676389,0.451125,0.675973,0.029736909926890504,0.003125000000000001,0.006945,0
116,117,0,2,0.518224,0.631522,0.510156,0.621528,0.012844168326520819,0.009375,0.009721999999999995,0
116,117,1,1,0.482441,0.710312,0.453736,0.709074,0.02873168406132857,0.0039060000000000015,0.0027779999999999958,0
116,117,2,3,0.474286,0.708316,0.441016,0.7,0.034293567268512584,0.0,0.006944000000000006,0
116,117,3,0,0.480859,0.676389,0.451254,0.675389,0.029621884224336568,0.003125000000000001,0.006945,0
117,118,0,3,0.518224,0.631522,0.508984,0.624306,0.011723832820370669,0.0023440000000000006,0.018054999999999995,0
117,118,1,1,0.482441,0.710312,0.454613,0.712471,0.027911625982733442,0.0039060000000000015,0.0027779999999999958,0
117,118,2,0,0.469598,0.695816,0.45136,0.67453,0.02803066963167313,0.0015620000000000009,0.0027779999999999958,0
117,118,3,2,0.480859,0.676389,0.437173,0.699116,0.049244117669017054,0.0015630000000000002,0.016667,0
118,119,0,3,0.518224,0.631522,0.508594,0.621528,0.013878650366660358,0.00625,0.009721999999999995,0
118,119,1,1,0.482441,0.710312,0.452375,0.711763,0.030100992624828817,0.0039060000000000015,0.0027779999999999958,0
118,119,2,0,0.469598,0.695816,0.451394,0.673778,0.02858424496116698,0.0015620000000000009,0.0027779999999999958,0
118,119,3,2,0.480859,0.676389,0.434827,0.69982,0.051652267956015206,0.0015630000000000002,0.016667,0
119,120,0,3,0.518224,0.631522,0.508203,0.61875,0.016234051404378433,0.0039059999999999997,0.004165999999999996,0
119,120,1,1,0.469598,0.695816,0.452307,0.711496,0.02334183114067962,0.002343999999999999,0.0,0
119,120,2,0,0.478516,0.673611,0.451346,0.673333,0.027171422193179334,0.003125000000000001,0.006945,0
119,120,3,2,0.482031,0.707639,0.434781,0.699419,0.04795967994055008,0.003906999999999999,0.009722000000000001,0
120,121,0,3,0.518224,0.631522,0.508594,0.61875,0.015995652034224823,0.00625,0.0013889999999999944,0
120,121,1,1,0.469598,0.695816,0.452228,0.711061,0.0231111861443761,0.002343999999999999,0.0,0
120,121,2,0,0.478516,0.673611,0.451198,0.67281,0.027329740668363474,0.003125000000000001,0.006945,0
120,121,3,2,0.482031,0.707639,0.437028,0.693388,0.04720551885108347,0.003906999999999999,0.009722000000000001,0
121,122,0,3,0.51588,0.628744,0.506641,0.620833,0.012163183875943008,0.007031000000000001,0.0027769999999999948,0
121,122,1,0,0.478516,0.673611,0.448023,0.669544,0.030763022250747715,0.003125000000000001,0.006945,0
121,122,2,1,0.482031,0.707639,0.452184,0.710601,0.029993613536884827,0.0015630000000000002,0.0027779999999999958,0
121,122,3,2,0.470703,0.684722,0.436932,0.692852,0.03473582215811221,0.0046879999999999995,0.008333,0
122,123,0,3,0.514581,0.627367,0.505469,0.619444,0.012074869481696287,0.004687,0.0027769999999999948,0
122,123,1,0,0.477361,0.672355,0.447998,0.668844,0.029572164107484568,0.003125000000000001,0.006945,0
122,123,2,1,0.480791,0.706262,0.452138,0.70994,0.028888096043180187,0.0015630000000000002,0.0027779999999999958,0
122,123,3,2,0.469564,0.683718,0.437718,0.685293,0.03188492341217082,0.0046879999999999995,0.008333,0
123,124,0,3,0.51298,0.626153,0.50625,0.620139,0.009025580092160267,0.00625,0.009721999999999995,0
123,124,1,0,0.475777,0.67126,0.447947,0.668284,0.027988666920737777,0.003125000000000001,0.006945,0
123,124,2,1,0.481608,0.703614,0.452101,0.709383,0.03006566829458478,0.0015630000000000002,0.0027779999999999958,0
123,124,3,2,0.468042,0.682288,0.437695,0.684829,0.0304531950704684,0.0046879999999999995,0.008333,0
124,125,0,3,0.511565,0.62467,0.505469,0.615278,0.011196913860524266,0.004687,0.0055549999999999974,0
124,125,1,0,0.474274,0.670126,0.446275,0.6706,0.028003011927290957,0.003125000000000001,0.006945,0
124,125,2,1,0.480125,0.7023,0.452029,0.70486,0.028212387633803713,0.0015630000000000002,0.0027779999999999958,0
124,125,3,2,0.466465,0.681222,0.43446,0.678835,0.03209389029083262,0.0046879999999999995,0.008333,0
125,126,0,1,0.482422,0.707639,0.451683,0.704834,0.030866715827894638,0.0023440000000000006,0.0055559999999999984,0
125,126,1,3,0.513672,0.625694,0.505078,0.617361,0.011970619240456969,0.010937,0.008333,0
125,126,2,0,0.471094,0.678472,0.445781,0.670435,0.026558263083266587,0.007031000000000001,0.0055549999999999974,0
125,126,3,2,0.478516,0.674306,0.434121,0.678731,0.04461498234898229,0.007813,0.012500000000000004,0
126,127,0,1,0.481182,0.708262,0.45133,0.704766,0.030056013042318152,0.0023440000000000006,0.0055559999999999984,0
126,127,1,3,0.512306,0.626228,0.503906,0.620833,0.009983287284256707,0.008594,0.009722000000000001,0
126,127,2,0,0.469709,0.678847,0.445488,0.670366,0.025662895432900765,0.007031000000000001,0.0055549999999999974,0
126,127,3,2,0.477202,0.674733,0.433787,0.678836,0.043608449112528674,0.007813,0.012500000000000004,0
127,128,0,1,0.48013,0.709476,0.451121,0.705044,0.029345607933726647,0.0023440000000000006,0.0055559999999999984,0
127,128,1,3,0.511278,0.627387,0.503625,0.620991,0.009973826998700207,0.008594,0.009722000000000001,0
127,128,2,0,0.468669,0.680194,0.444409,0.671878,0.02564572978099863,0.007031000000000001,0.0055549999999999974,0
127,128,3,2,0.476187,0.676168,0.43351,0.678971,0.042768950630100826,0.007813,0.012500000000000004,0
128,129,0,1,0.481438,0.707617,0.45086,0.70494,0.030694957452324312,0.0023440000000000006,0.0055559999999999984,0
128,129,1,3,0.512583,0.625397,0.503492,0.620953,0.010119062061278175,0.008594,0.009722000000000001,0
