split,frame_id,image_path,annotation_path,object_count
train,79,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000079.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000079.txt,4
train,80,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000080.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000080.txt,4
train,81,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000081.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000081.txt,4
train,82,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000082.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000082.txt,4
train,83,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000083.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000083.txt,4
train,84,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000084.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000084.txt,4
train,85,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000085.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000085.txt,4
train,86,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000086.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000086.txt,4
train,87,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000087.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000087.txt,4
train,88,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000088.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000088.txt,4
train,89,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000089.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000089.txt,4
train,90,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000090.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000090.txt,4
train,91,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000091.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000091.txt,4
train,92,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000092.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000092.txt,4
train,93,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000093.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000093.txt,4
train,94,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000094.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000094.txt,4
train,95,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000095.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000095.txt,4
train,96,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000096.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000096.txt,4
train,97,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000097.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000097.txt,4
train,98,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000098.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000098.txt,4
train,99,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000099.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000099.txt,4
train,100,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000100.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000100.txt,4
train,101,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000101.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000101.txt,4
train,102,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000102.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000102.txt,4
train,103,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000103.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000103.txt,4
train,104,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000104.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000104.txt,4
train,105,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000105.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000105.txt,4
train,106,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000106.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000106.txt,4
train,107,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000107.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000107.txt,4
train,108,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000108.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000108.txt,4
train,109,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000109.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000109.txt,4
train,110,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000110.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000110.txt,4
train,111,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000111.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000111.txt,4
train,112,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000112.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000112.txt,4
train,113,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000113.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000113.txt,4
train,114,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000114.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000114.txt,4
train,115,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000115.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000115.txt,4
train,116,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000116.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000116.txt,4
train,117,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000117.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000117.txt,4
train,118,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000118.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000118.txt,4
train,119,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000119.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000119.txt,4
train,120,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000120.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000120.txt,4
train,121,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000121.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000121.txt,4
train,122,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000122.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000122.txt,4
train,123,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000123.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000123.txt,4
train,124,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000124.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000124.txt,4
train,125,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000125.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000125.txt,4
train,126,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000126.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000126.txt,4
train,127,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000127.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000127.txt,4
train,128,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000128.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000128.txt,4
train,129,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000129.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000129.txt,4
train,130,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000130.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000130.txt,4
train,131,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000131.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000131.txt,4
train,132,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000132.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000132.txt,4
train,133,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000133.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000133.txt,4
train,134,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000134.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000134.txt,4
train,135,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000135.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000135.txt,4
train,136,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000136.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000136.txt,4
train,137,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000137.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000137.txt,4
train,138,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000138.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000138.txt,4
train,139,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000139.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000139.txt,4
train,140,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000140.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000140.txt,4
train,141,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000141.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000141.txt,4
train,142,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000142.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000142.txt,4
train,143,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000143.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000143.txt,4
train,144,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000144.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000144.txt,4
train,145,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000145.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000145.txt,4
train,146,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000146.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000146.txt,4
train,147,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000147.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000147.txt,4
train,148,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000148.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000148.txt,4
train,149,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000149.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000149.txt,4
train,150,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000150.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000150.txt,4
train,151,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000151.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000151.txt,4
train,152,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000152.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000152.txt,4
train,153,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000153.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000153.txt,4
train,154,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000154.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000154.txt,4
train,155,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000155.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000155.txt,4
train,156,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000156.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000156.txt,4
train,157,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000157.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000157.txt,4
