rgb_frame,thermal_frame,rgb_file,thermal_file,rgb_annotation,thermal_annotation,status
114,115,210417_MtErie_Enterprise_VIS_0003_00000114.jpeg,210417_MtErie_Enterprise_IR_0004_00000115.jpeg,210417_MtErie_Enterprise_VIS_0003_00000114.txt,210417_MtErie_Enterprise_IR_0004_00000115.txt,paired
115,116,210417_MtErie_Enterprise_VIS_0003_00000115.jpeg,210417_MtErie_Enterprise_IR_0004_00000116.jpeg,210417_MtErie_Enterprise_VIS_0003_00000115.txt,210417_MtErie_Enterprise_IR_0004_00000116.txt,paired
116,117,210417_MtErie_Enterprise_VIS_0003_00000116.jpeg,210417_MtErie_Enterprise_IR_0004_00000117.jpeg,210417_MtErie_Enterprise_VIS_0003_00000116.txt,210417_MtErie_Enterprise_IR_0004_00000117.txt,paired
117,118,210417_MtErie_Enterprise_VIS_0003_00000117.jpeg,210417_MtErie_Enterprise_IR_0004_00000118.jpeg,210417_MtErie_Enterprise_VIS_0003_00000117.txt,210417_MtErie_Enterprise_IR_0004_00000118.txt,paired
118,119,210417_MtErie_Enterprise_VIS_0003_00000118.jpeg,210417_MtErie_Enterprise_IR_0004_00000119.jpeg,210417_MtErie_Enterprise_VIS_0003_00000118.txt,210417_MtErie_Enterprise_IR_0004_00000119.txt,paired
119,120,210417_MtErie_Enterprise_VIS_0003_00000119.jpeg,210417_MtErie_Enterprise_IR_0004_00000120.jpeg,210417_MtErie_Enterprise_VIS_0003_00000119.txt,210417_MtErie_Enterprise_IR_0004_00000120.txt,paired
120,121,210417_MtErie_Enterprise_VIS_0003_00000120.jpeg,210417_MtErie_Enterprise_IR_0004_00000121.jpeg,210417_MtErie_Enterprise_VIS_0003_00000120.txt,210417_MtErie_Enterprise_IR_0004_00000121.txt,paired
121,122,210417_MtErie_Enterprise_VIS_0003_00000121.jpeg,210417_MtErie_Enterprise_IR_0004_00000122.jpeg,210417_MtErie_Enterprise_VIS_0003_00000121.txt,210417_MtErie_Enterprise_IR_0004_00000122.txt,paired
122,123,210417_MtErie_Enterprise_VIS_0003_00000122.jpeg,210417_MtErie_Enterprise_IR_0004_00000123.jpeg,210417_MtErie_Enterprise_VIS_0003_00000122.txt,210417_MtErie_Enterprise_IR_0004_00000123.txt,paired
123,124,210417_MtErie_Enterprise_VIS_0003_00000123.jpeg,210417_MtErie_Enterprise_IR_0004_00000124.jpeg,210417_MtErie_Enterprise_VIS_0003_00000123.txt,210417_MtErie_Enterprise_IR_0004_00000124.txt,paired
124,125,210417_MtErie_Enterprise_VIS_0003_00000124.jpeg,210417_MtErie_Enterprise_IR_0004_00000125.jpeg,210417_MtErie_Enterprise_VIS_0003_00000124.txt,210417_MtErie_Enterprise_IR_0004_00000125.txt,paired
125,126,210417_MtErie_Enterprise_VIS_0003_00000125.jpeg,210417_MtErie_Enterprise_IR_0004_00000126.jpeg,210417_MtErie_Enterprise_VIS_0003_00000125.txt,210417_MtErie_Enterprise_IR_0004_00000126.txt,paired
126,127,210417_MtErie_Enterprise_VIS_0003_00000126.jpeg,210417_MtErie_Enterprise_IR_0004_00000127.jpeg,210417_MtErie_Enterprise_VIS_0003_00000126.txt,210417_MtErie_Enterprise_IR_0004_00000127.txt,paired
127,128,210417_MtErie_Enterprise_VIS_0003_00000127.jpeg,210417_MtErie_Enterprise_IR_0004_00000128.jpeg,210417_MtErie_Enterprise_VIS_0003_00000127.txt,210417_MtErie_Enterprise_IR_0004_00000128.txt,paired
128,129,210417_MtErie_Enterprise_VIS_0003_00000128.jpeg,210417_MtErie_Enterprise_IR_0004_00000129.jpeg,210417_MtErie_Enterprise_VIS_0003_00000128.txt,210417_MtErie_Enterprise_IR_0004_00000129.txt,paired
129,130,210417_MtErie_Enterprise_VIS_0003_00000129.jpeg,210417_MtErie_Enterprise_IR_0004_00000130.jpeg,210417_MtErie_Enterprise_VIS_0003_00000129.txt,210417_MtErie_Enterprise_IR_0004_00000130.txt,paired
130,131,210417_MtErie_Enterprise_VIS_0003_00000130.jpeg,210417_MtErie_Enterprise_IR_0004_00000131.jpeg,210417_MtErie_Enterprise_VIS_0003_00000130.txt,210417_MtErie_Enterprise_IR_0004_00000131.txt,paired
131,132,210417_MtErie_Enterprise_VIS_0003_00000131.jpeg,210417_MtErie_Enterprise_IR_0004_00000132.jpeg,210417_MtErie_Enterprise_VIS_0003_00000131.txt,210417_MtErie_Enterprise_IR_0004_00000132.txt,paired
132,133,210417_MtErie_Enterprise_VIS_0003_00000132.jpeg,210417_MtErie_Enterprise_IR_0004_00000133.jpeg,210417_MtErie_Enterprise_VIS_0003_00000132.txt,210417_MtErie_Enterprise_IR_0004_00000133.txt,paired
133,134,210417_MtErie_Enterprise_VIS_0003_00000133.jpeg,210417_MtErie_Enterprise_IR_0004_00000134.jpeg,210417_MtErie_Enterprise_VIS_0003_00000133.txt,210417_MtErie_Enterprise_IR_0004_00000134.txt,paired
134,135,210417_MtErie_Enterprise_VIS_0003_00000134.jpeg,210417_MtErie_Enterprise_IR_0004_00000135.jpeg,210417_MtErie_Enterprise_VIS_0003_00000134.txt,210417_MtErie_Enterprise_IR_0004_00000135.txt,paired
135,136,210417_MtErie_Enterprise_VIS_0003_00000135.jpeg,210417_MtErie_Enterprise_IR_0004_00000136.jpeg,210417_MtErie_Enterprise_VIS_0003_00000135.txt,210417_MtErie_Enterprise_IR_0004_00000136.txt,paired
136,137,210417_MtErie_Enterprise_VIS_0003_00000136.jpeg,210417_MtErie_Enterprise_IR_0004_00000137.jpeg,210417_MtErie_Enterprise_VIS_0003_00000136.txt,210417_MtErie_Enterprise_IR_0004_00000137.txt,paired
137,138,210417_MtErie_Enterprise_VIS_0003_00000137.jpeg,210417_MtErie_Enterprise_IR_0004_00000138.jpeg,210417_MtErie_Enterprise_VIS_0003_00000137.txt,210417_MtErie_Enterprise_IR_0004_00000138.txt,paired
138,139,210417_MtErie_Enterprise_VIS_0003_00000138.jpeg,210417_MtErie_Enterprise_IR_0004_00000139.jpeg,210417_MtErie_Enterprise_VIS_0003_00000138.txt,210417_MtErie_Enterprise_IR_0004_00000139.txt,paired
139,140,210417_MtErie_Enterprise_VIS_0003_00000139.jpeg,210417_MtErie_Enterprise_IR_0004_00000140.jpeg,210417_MtErie_Enterprise_VIS_0003_00000139.txt,210417_MtErie_Enterprise_IR_0004_00000140.txt,paired
140,141,210417_MtErie_Enterprise_VIS_0003_00000140.jpeg,210417_MtErie_Enterprise_IR_0004_00000141.jpeg,210417_MtErie_Enterprise_VIS_0003_00000140.txt,210417_MtErie_Enterprise_IR_0004_00000141.txt,paired
141,142,210417_MtErie_Enterprise_VIS_0003_00000141.jpeg,210417_MtErie_Enterprise_IR_0004_00000142.jpeg,210417_MtErie_Enterprise_VIS_0003_00000141.txt,210417_MtErie_Enterprise_IR_0004_00000142.txt,paired
142,143,210417_MtErie_Enterprise_VIS_0003_00000142.jpeg,210417_MtErie_Enterprise_IR_0004_00000143.jpeg,210417_MtErie_Enterprise_VIS_0003_00000142.txt,210417_MtErie_Enterprise_IR_0004_00000143.txt,paired
143,144,210417_MtErie_Enterprise_VIS_0003_00000143.jpeg,210417_MtErie_Enterprise_IR_0004_00000144.jpeg,210417_MtErie_Enterprise_VIS_0003_00000143.txt,210417_MtErie_Enterprise_IR_0004_00000144.txt,paired
144,145,210417_MtErie_Enterprise_VIS_0003_00000144.jpeg,210417_MtErie_Enterprise_IR_0004_00000145.jpeg,210417_MtErie_Enterprise_VIS_0003_00000144.txt,210417_MtErie_Enterprise_IR_0004_00000145.txt,paired
145,146,210417_MtErie_Enterprise_VIS_0003_00000145.jpeg,210417_MtErie_Enterprise_IR_0004_00000146.jpeg,210417_MtErie_Enterprise_VIS_0003_00000145.txt,210417_MtErie_Enterprise_IR_0004_00000146.txt,paired
146,147,210417_MtErie_Enterprise_VIS_0003_00000146.jpeg,210417_MtErie_Enterprise_IR_0004_00000147.jpeg,210417_MtErie_Enterprise_VIS_0003_00000146.txt,210417_MtErie_Enterprise_IR_0004_00000147.txt,paired
147,148,210417_MtErie_Enterprise_VIS_0003_00000147.jpeg,210417_MtErie_Enterprise_IR_0004_00000148.jpeg,210417_MtErie_Enterprise_VIS_0003_00000147.txt,210417_MtErie_Enterprise_IR_0004_00000148.txt,paired
148,149,210417_MtErie_Enterprise_VIS_0003_00000148.jpeg,210417_MtErie_Enterprise_IR_0004_00000149.jpeg,210417_MtErie_Enterprise_VIS_0003_00000148.txt,210417_MtErie_Enterprise_IR_0004_00000149.txt,paired
149,150,210417_MtErie_Enterprise_VIS_0003_00000149.jpeg,210417_MtErie_Enterprise_IR_0004_00000150.jpeg,210417_MtErie_Enterprise_VIS_0003_00000149.txt,210417_MtErie_Enterprise_IR_0004_00000150.txt,paired
150,151,210417_MtErie_Enterprise_VIS_0003_00000150.jpeg,210417_MtErie_Enterprise_IR_0004_00000151.jpeg,210417_MtErie_Enterprise_VIS_0003_00000150.txt,210417_MtErie_Enterprise_IR_0004_00000151.txt,paired
151,152,210417_MtErie_Enterprise_VIS_0003_00000151.jpeg,210417_MtErie_Enterprise_IR_0004_00000152.jpeg,210417_MtErie_Enterprise_VIS_0003_00000151.txt,210417_MtErie_Enterprise_IR_0004_00000152.txt,paired
152,153,210417_MtErie_Enterprise_VIS_0003_00000152.jpeg,210417_MtErie_Enterprise_IR_0004_00000153.jpeg,210417_MtErie_Enterprise_VIS_0003_00000152.txt,210417_MtErie_Enterprise_IR_0004_00000153.txt,paired
153,154,210417_MtErie_Enterprise_VIS_0003_00000153.jpeg,210417_MtErie_Enterprise_IR_0004_00000154.jpeg,210417_MtErie_Enterprise_VIS_0003_00000153.txt,210417_MtErie_Enterprise_IR_0004_00000154.txt,paired
154,155,210417_MtErie_Enterprise_VIS_0003_00000154.jpeg,210417_MtErie_Enterprise_IR_0004_00000155.jpeg,210417_MtErie_Enterprise_VIS_0003_00000154.txt,210417_MtErie_Enterprise_IR_0004_00000155.txt,paired
155,156,210417_MtErie_Enterprise_VIS_0003_00000155.jpeg,210417_MtErie_Enterprise_IR_0004_00000156.jpeg,210417_MtErie_Enterprise_VIS_0003_00000155.txt,210417_MtErie_Enterprise_IR_0004_00000156.txt,paired
156,157,210417_MtErie_Enterprise_VIS_0003_00000156.jpeg,210417_MtErie_Enterprise_IR_0004_00000157.jpeg,210417_MtErie_Enterprise_VIS_0003_00000156.txt,210417_MtErie_Enterprise_IR_0004_00000157.txt,paired
157,158,210417_MtErie_Enterprise_VIS_0003_00000157.jpeg,210417_MtErie_Enterprise_IR_0004_00000158.jpeg,210417_MtErie_Enterprise_VIS_0003_00000157.txt,210417_MtErie_Enterprise_IR_0004_00000158.txt,paired
158,159,210417_MtErie_Enterprise_VIS_0003_00000158.jpeg,210417_MtErie_Enterprise_IR_0004_00000159.jpeg,210417_MtErie_Enterprise_VIS_0003_00000158.txt,210417_MtErie_Enterprise_IR_0004_00000159.txt,paired
159,160,210417_MtErie_Enterprise_VIS_0003_00000159.jpeg,210417_MtErie_Enterprise_IR_0004_00000160.jpeg,210417_MtErie_Enterprise_VIS_0003_00000159.txt,210417_MtErie_Enterprise_IR_0004_00000160.txt,paired
160,161,210417_MtErie_Enterprise_VIS_0003_00000160.jpeg,210417_MtErie_Enterprise_IR_0004_00000161.jpeg,210417_MtErie_Enterprise_VIS_0003_00000160.txt,210417_MtErie_Enterprise_IR_0004_00000161.txt,paired
161,162,210417_MtErie_Enterprise_VIS_0003_00000161.jpeg,210417_MtErie_Enterprise_IR_0004_00000162.jpeg,210417_MtErie_Enterprise_VIS_0003_00000161.txt,210417_MtErie_Enterprise_IR_0004_00000162.txt,paired
162,163,210417_MtErie_Enterprise_VIS_0003_00000162.jpeg,210417_MtErie_Enterprise_IR_0004_00000163.jpeg,210417_MtErie_Enterprise_VIS_0003_00000162.txt,210417_MtErie_Enterprise_IR_0004_00000163.txt,paired
163,164,210417_MtErie_Enterprise_VIS_0003_00000163.jpeg,210417_MtErie_Enterprise_IR_0004_00000164.jpeg,210417_MtErie_Enterprise_VIS_0003_00000163.txt,210417_MtErie_Enterprise_IR_0004_00000164.txt,paired
164,165,210417_MtErie_Enterprise_VIS_0003_00000164.jpeg,210417_MtErie_Enterprise_IR_0004_00000165.jpeg,210417_MtErie_Enterprise_VIS_0003_00000164.txt,210417_MtErie_Enterprise_IR_0004_00000165.txt,paired
165,166,210417_MtErie_Enterprise_VIS_0003_00000165.jpeg,210417_MtErie_Enterprise_IR_0004_00000166.jpeg,210417_MtErie_Enterprise_VIS_0003_00000165.txt,210417_MtErie_Enterprise_IR_0004_00000166.txt,paired
166,167,210417_MtErie_Enterprise_VIS_0003_00000166.jpeg,210417_MtErie_Enterprise_IR_0004_00000167.jpeg,210417_MtErie_Enterprise_VIS_0003_00000166.txt,210417_MtErie_Enterprise_IR_0004_00000167.txt,paired
167,168,210417_MtErie_Enterprise_VIS_0003_00000167.jpeg,210417_MtErie_Enterprise_IR_0004_00000168.jpeg,210417_MtErie_Enterprise_VIS_0003_00000167.txt,210417_MtErie_Enterprise_IR_0004_00000168.txt,paired
168,169,210417_MtErie_Enterprise_VIS_0003_00000168.jpeg,210417_MtErie_Enterprise_IR_0004_00000169.jpeg,210417_MtErie_Enterprise_VIS_0003_00000168.txt,210417_MtErie_Enterprise_IR_0004_00000169.txt,paired
169,170,210417_MtErie_Enterprise_VIS_0003_00000169.jpeg,210417_MtErie_Enterprise_IR_0004_00000170.jpeg,210417_MtErie_Enterprise_VIS_0003_00000169.txt,210417_MtErie_Enterprise_IR_0004_00000170.txt,paired
170,171,210417_MtErie_Enterprise_VIS_0003_00000170.jpeg,210417_MtErie_Enterprise_IR_0004_00000171.jpeg,210417_MtErie_Enterprise_VIS_0003_00000170.txt,210417_MtErie_Enterprise_IR_0004_00000171.txt,paired
171,172,210417_MtErie_Enterprise_VIS_0003_00000171.jpeg,210417_MtErie_Enterprise_IR_0004_00000172.jpeg,210417_MtErie_Enterprise_VIS_0003_00000171.txt,210417_MtErie_Enterprise_IR_0004_00000172.txt,paired
172,173,210417_MtErie_Enterprise_VIS_0003_00000172.jpeg,210417_MtErie_Enterprise_IR_0004_00000173.jpeg,210417_MtErie_Enterprise_VIS_0003_00000172.txt,210417_MtErie_Enterprise_IR_0004_00000173.txt,paired
173,174,210417_MtErie_Enterprise_VIS_0003_00000173.jpeg,210417_MtErie_Enterprise_IR_0004_00000174.jpeg,210417_MtErie_Enterprise_VIS_0003_00000173.txt,210417_MtErie_Enterprise_IR_0004_00000174.txt,paired
174,175,210417_MtErie_Enterprise_VIS_0003_00000174.jpeg,210417_MtErie_Enterprise_IR_0004_00000175.jpeg,210417_MtErie_Enterprise_VIS_0003_00000174.txt,210417_MtErie_Enterprise_IR_0004_00000175.txt,paired
175,176,210417_MtErie_Enterprise_VIS_0003_00000175.jpeg,210417_MtErie_Enterprise_IR_0004_00000176.jpeg,210417_MtErie_Enterprise_VIS_0003_00000175.txt,210417_MtErie_Enterprise_IR_0004_00000176.txt,paired
176,177,210417_MtErie_Enterprise_VIS_0003_00000176.jpeg,210417_MtErie_Enterprise_IR_0004_00000177.jpeg,210417_MtErie_Enterprise_VIS_0003_00000176.txt,210417_MtErie_Enterprise_IR_0004_00000177.txt,paired
177,178,210417_MtErie_Enterprise_VIS_0003_00000177.jpeg,210417_MtErie_Enterprise_IR_0004_00000178.jpeg,210417_MtErie_Enterprise_VIS_0003_00000177.txt,210417_MtErie_Enterprise_IR_0004_00000178.txt,paired
178,179,210417_MtErie_Enterprise_VIS_0003_00000178.jpeg,210417_MtErie_Enterprise_IR_0004_00000179.jpeg,210417_MtErie_Enterprise_VIS_0003_00000178.txt,210417_MtErie_Enterprise_IR_0004_00000179.txt,paired
179,180,210417_MtErie_Enterprise_VIS_0003_00000179.jpeg,210417_MtErie_Enterprise_IR_0004_00000180.jpeg,210417_MtErie_Enterprise_VIS_0003_00000179.txt,210417_MtErie_Enterprise_IR_0004_00000180.txt,paired
180,181,210417_MtErie_Enterprise_VIS_0003_00000180.jpeg,210417_MtErie_Enterprise_IR_0004_00000181.jpeg,210417_MtErie_Enterprise_VIS_0003_00000180.txt,210417_MtErie_Enterprise_IR_0004_00000181.txt,paired
181,182,210417_MtErie_Enterprise_VIS_0003_00000181.jpeg,210417_MtErie_Enterprise_IR_0004_00000182.jpeg,210417_MtErie_Enterprise_VIS_0003_00000181.txt,210417_MtErie_Enterprise_IR_0004_00000182.txt,paired
182,183,210417_MtErie_Enterprise_VIS_0003_00000182.jpeg,210417_MtErie_Enterprise_IR_0004_00000183.jpeg,210417_MtErie_Enterprise_VIS_0003_00000182.txt,210417_MtErie_Enterprise_IR_0004_00000183.txt,paired
183,184,210417_MtErie_Enterprise_VIS_0003_00000183.jpeg,210417_MtErie_Enterprise_IR_0004_00000184.jpeg,210417_MtErie_Enterprise_VIS_0003_00000183.txt,210417_MtErie_Enterprise_IR_0004_00000184.txt,paired
184,185,210417_MtErie_Enterprise_VIS_0003_00000184.jpeg,210417_MtErie_Enterprise_IR_0004_00000185.jpeg,210417_MtErie_Enterprise_VIS_0003_00000184.txt,210417_MtErie_Enterprise_IR_0004_00000185.txt,paired
185,186,210417_MtErie_Enterprise_VIS_0003_00000185.jpeg,210417_MtErie_Enterprise_IR_0004_00000186.jpeg,210417_MtErie_Enterprise_VIS_0003_00000185.txt,210417_MtErie_Enterprise_IR_0004_00000186.txt,paired
186,187,210417_MtErie_Enterprise_VIS_0003_00000186.jpeg,210417_MtErie_Enterprise_IR_0004_00000187.jpeg,210417_MtErie_Enterprise_VIS_0003_00000186.txt,210417_MtErie_Enterprise_IR_0004_00000187.txt,paired
187,188,210417_MtErie_Enterprise_VIS_0003_00000187.jpeg,210417_MtErie_Enterprise_IR_0004_00000188.jpeg,210417_MtErie_Enterprise_VIS_0003_00000187.txt,210417_MtErie_Enterprise_IR_0004_00000188.txt,paired
188,189,210417_MtErie_Enterprise_VIS_0003_00000188.jpeg,210417_MtErie_Enterprise_IR_0004_00000189.jpeg,210417_MtErie_Enterprise_VIS_0003_00000188.txt,210417_MtErie_Enterprise_IR_0004_00000189.txt,paired
189,190,210417_MtErie_Enterprise_VIS_0003_00000189.jpeg,210417_MtErie_Enterprise_IR_0004_00000190.jpeg,210417_MtErie_Enterprise_VIS_0003_00000189.txt,210417_MtErie_Enterprise_IR_0004_00000190.txt,paired
190,191,210417_MtErie_Enterprise_VIS_0003_00000190.jpeg,210417_MtErie_Enterprise_IR_0004_00000191.jpeg,210417_MtErie_Enterprise_VIS_0003_00000190.txt,210417_MtErie_Enterprise_IR_0004_00000191.txt,paired
191,192,210417_MtErie_Enterprise_VIS_0003_00000191.jpeg,210417_MtErie_Enterprise_IR_0004_00000192.jpeg,210417_MtErie_Enterprise_VIS_0003_00000191.txt,210417_MtErie_Enterprise_IR_0004_00000192.txt,paired
192,193,210417_MtErie_Enterprise_VIS_0003_00000192.jpeg,210417_MtErie_Enterprise_IR_0004_00000193.jpeg,210417_MtErie_Enterprise_VIS_0003_00000192.txt,210417_MtErie_Enterprise_IR_0004_00000193.txt,paired
193,194,210417_MtErie_Enterprise_VIS_0003_00000193.jpeg,210417_MtErie_Enterprise_IR_0004_00000194.jpeg,210417_MtErie_Enterprise_VIS_0003_00000193.txt,210417_MtErie_Enterprise_IR_0004_00000194.txt,paired
194,195,210417_MtErie_Enterprise_VIS_0003_00000194.jpeg,210417_MtErie_Enterprise_IR_0004_00000195.jpeg,210417_MtErie_Enterprise_VIS_0003_00000194.txt,210417_MtErie_Enterprise_IR_0004_00000195.txt,paired
195,196,210417_MtErie_Enterprise_VIS_0003_00000195.jpeg,210417_MtErie_Enterprise_IR_0004_00000196.jpeg,210417_MtErie_Enterprise_VIS_0003_00000195.txt,210417_MtErie_Enterprise_IR_0004_00000196.txt,paired
196,197,210417_MtErie_Enterprise_VIS_0003_00000196.jpeg,210417_MtErie_Enterprise_IR_0004_00000197.jpeg,210417_MtErie_Enterprise_VIS_0003_00000196.txt,210417_MtErie_Enterprise_IR_0004_00000197.txt,paired
197,198,210417_MtErie_Enterprise_VIS_0003_00000197.jpeg,210417_MtErie_Enterprise_IR_0004_00000198.jpeg,210417_MtErie_Enterprise_VIS_0003_00000197.txt,210417_MtErie_Enterprise_IR_0004_00000198.txt,paired
198,199,210417_MtErie_Enterprise_VIS_0003_00000198.jpeg,210417_MtErie_Enterprise_IR_0004_00000199.jpeg,210417_MtErie_Enterprise_VIS_0003_00000198.txt,210417_MtErie_Enterprise_IR_0004_00000199.txt,paired
199,200,210417_MtErie_Enterprise_VIS_0003_00000199.jpeg,210417_MtErie_Enterprise_IR_0004_00000200.jpeg,210417_MtErie_Enterprise_VIS_0003_00000199.txt,210417_MtErie_Enterprise_IR_0004_00000200.txt,paired
200,201,210417_MtErie_Enterprise_VIS_0003_00000200.jpeg,210417_MtErie_Enterprise_IR_0004_00000201.jpeg,210417_MtErie_Enterprise_VIS_0003_00000200.txt,210417_MtErie_Enterprise_IR_0004_00000201.txt,paired
201,202,210417_MtErie_Enterprise_VIS_0003_00000201.jpeg,210417_MtErie_Enterprise_IR_0004_00000202.jpeg,210417_MtErie_Enterprise_VIS_0003_00000201.txt,210417_MtErie_Enterprise_IR_0004_00000202.txt,paired
202,203,210417_MtErie_Enterprise_VIS_0003_00000202.jpeg,210417_MtErie_Enterprise_IR_0004_00000203.jpeg,210417_MtErie_Enterprise_VIS_0003_00000202.txt,210417_MtErie_Enterprise_IR_0004_00000203.txt,paired
203,204,210417_MtErie_Enterprise_VIS_0003_00000203.jpeg,210417_MtErie_Enterprise_IR_0004_00000204.jpeg,210417_MtErie_Enterprise_VIS_0003_00000203.txt,210417_MtErie_Enterprise_IR_0004_00000204.txt,paired
204,205,210417_MtErie_Enterprise_VIS_0003_00000204.jpeg,210417_MtErie_Enterprise_IR_0004_00000205.jpeg,210417_MtErie_Enterprise_VIS_0003_00000204.txt,210417_MtErie_Enterprise_IR_0004_00000205.txt,paired
205,206,210417_MtErie_Enterprise_VIS_0003_00000205.jpeg,210417_MtErie_Enterprise_IR_0004_00000206.jpeg,210417_MtErie_Enterprise_VIS_0003_00000205.txt,210417_MtErie_Enterprise_IR_0004_00000206.txt,paired
206,207,210417_MtErie_Enterprise_VIS_0003_00000206.jpeg,210417_MtErie_Enterprise_IR_0004_00000207.jpeg,210417_MtErie_Enterprise_VIS_0003_00000206.txt,210417_MtErie_Enterprise_IR_0004_00000207.txt,paired
207,208,210417_MtErie_Enterprise_VIS_0003_00000207.jpeg,210417_MtErie_Enterprise_IR_0004_00000208.jpeg,210417_MtErie_Enterprise_VIS_0003_00000207.txt,210417_MtErie_Enterprise_IR_0004_00000208.txt,paired
208,209,210417_MtErie_Enterprise_VIS_0003_00000208.jpeg,210417_MtErie_Enterprise_IR_0004_00000209.jpeg,210417_MtErie_Enterprise_VIS_0003_00000208.txt,210417_MtErie_Enterprise_IR_0004_00000209.txt,paired
209,210,210417_MtErie_Enterprise_VIS_0003_00000209.jpeg,210417_MtErie_Enterprise_IR_0004_00000210.jpeg,210417_MtErie_Enterprise_VIS_0003_00000209.txt,210417_MtErie_Enterprise_IR_0004_00000210.txt,paired
210,211,210417_MtErie_Enterprise_VIS_0003_00000210.jpeg,210417_MtErie_Enterprise_IR_0004_00000211.jpeg,210417_MtErie_Enterprise_VIS_0003_00000210.txt,210417_MtErie_Enterprise_IR_0004_00000211.txt,paired
211,212,210417_MtErie_Enterprise_VIS_0003_00000211.jpeg,210417_MtErie_Enterprise_IR_0004_00000212.jpeg,210417_MtErie_Enterprise_VIS_0003_00000211.txt,210417_MtErie_Enterprise_IR_0004_00000212.txt,paired
212,213,210417_MtErie_Enterprise_VIS_0003_00000212.jpeg,210417_MtErie_Enterprise_IR_0004_00000213.jpeg,210417_MtErie_Enterprise_VIS_0003_00000212.txt,210417_MtErie_Enterprise_IR_0004_00000213.txt,paired
213,214,210417_MtErie_Enterprise_VIS_0003_00000213.jpeg,210417_MtErie_Enterprise_IR_0004_00000214.jpeg,210417_MtErie_Enterprise_VIS_0003_00000213.txt,210417_MtErie_Enterprise_IR_0004_00000214.txt,paired
214,215,210417_MtErie_Enterprise_VIS_0003_00000214.jpeg,210417_MtErie_Enterprise_IR_0004_00000215.jpeg,210417_MtErie_Enterprise_VIS_0003_00000214.txt,210417_MtErie_Enterprise_IR_0004_00000215.txt,paired
215,216,210417_MtErie_Enterprise_VIS_0003_00000215.jpeg,210417_MtErie_Enterprise_IR_0004_00000216.jpeg,210417_MtErie_Enterprise_VIS_0003_00000215.txt,210417_MtErie_Enterprise_IR_0004_00000216.txt,paired
216,217,210417_MtErie_Enterprise_VIS_0003_00000216.jpeg,210417_MtErie_Enterprise_IR_0004_00000217.jpeg,210417_MtErie_Enterprise_VIS_0003_00000216.txt,210417_MtErie_Enterprise_IR_0004_00000217.txt,paired
217,218,210417_MtErie_Enterprise_VIS_0003_00000217.jpeg,210417_MtErie_Enterprise_IR_0004_00000218.jpeg,210417_MtErie_Enterprise_VIS_0003_00000217.txt,210417_MtErie_Enterprise_IR_0004_00000218.txt,paired
218,219,210417_MtErie_Enterprise_VIS_0003_00000218.jpeg,210417_MtErie_Enterprise_IR_0004_00000219.jpeg,210417_MtErie_Enterprise_VIS_0003_00000218.txt,210417_MtErie_Enterprise_IR_0004_00000219.txt,paired
219,220,210417_MtErie_Enterprise_VIS_0003_00000219.jpeg,210417_MtErie_Enterprise_IR_0004_00000220.jpeg,210417_MtErie_Enterprise_VIS_0003_00000219.txt,210417_MtErie_Enterprise_IR_0004_00000220.txt,paired
220,221,210417_MtErie_Enterprise_VIS_0003_00000220.jpeg,210417_MtErie_Enterprise_IR_0004_00000221.jpeg,210417_MtErie_Enterprise_VIS_0003_00000220.txt,210417_MtErie_Enterprise_IR_0004_00000221.txt,paired
221,222,210417_MtErie_Enterprise_VIS_0003_00000221.jpeg,210417_MtErie_Enterprise_IR_0004_00000222.jpeg,210417_MtErie_Enterprise_VIS_0003_00000221.txt,210417_MtErie_Enterprise_IR_0004_00000222.txt,paired
222,223,210417_MtErie_Enterprise_VIS_0003_00000222.jpeg,210417_MtErie_Enterprise_IR_0004_00000223.jpeg,210417_MtErie_Enterprise_VIS_0003_00000222.txt,210417_MtErie_Enterprise_IR_0004_00000223.txt,paired
223,224,210417_MtErie_Enterprise_VIS_0003_00000223.jpeg,210417_MtErie_Enterprise_IR_0004_00000224.jpeg,210417_MtErie_Enterprise_VIS_0003_00000223.txt,210417_MtErie_Enterprise_IR_0004_00000224.txt,paired
224,225,210417_MtErie_Enterprise_VIS_0003_00000224.jpeg,210417_MtErie_Enterprise_IR_0004_00000225.jpeg,210417_MtErie_Enterprise_VIS_0003_00000224.txt,210417_MtErie_Enterprise_IR_0004_00000225.txt,paired
225,226,210417_MtErie_Enterprise_VIS_0003_00000225.jpeg,210417_MtErie_Enterprise_IR_0004_00000226.jpeg,210417_MtErie_Enterprise_VIS_0003_00000225.txt,210417_MtErie_Enterprise_IR_0004_00000226.txt,paired
226,227,210417_MtErie_Enterprise_VIS_0003_00000226.jpeg,210417_MtErie_Enterprise_IR_0004_00000227.jpeg,210417_MtErie_Enterprise_VIS_0003_00000226.txt,210417_MtErie_Enterprise_IR_0004_00000227.txt,paired
227,228,210417_MtErie_Enterprise_VIS_0003_00000227.jpeg,210417_MtErie_Enterprise_IR_0004_00000228.jpeg,210417_MtErie_Enterprise_VIS_0003_00000227.txt,210417_MtErie_Enterprise_IR_0004_00000228.txt,paired
228,229,210417_MtErie_Enterprise_VIS_0003_00000228.jpeg,210417_MtErie_Enterprise_IR_0004_00000229.jpeg,210417_MtErie_Enterprise_VIS_0003_00000228.txt,210417_MtErie_Enterprise_IR_0004_00000229.txt,paired
