recording_name,recording_path,collection_context,modality,date_token,location_token,platform_token,stream_identifier,image_count,annotation_count,image_extensions,annotation_extensions,minimum_frame_index,maximum_frame_index,unique_frame_index_count,obvious_gap_count,obvious_gap_examples,example_frame_names,parsing_status,evidence_status,interpretation
210417_MtErie_Enterprise_VIS_0003,210417_MtErie_Enterprise_VIS_0003,210417_MtErie_Enterprise,VIS,210417,MtErie,Enterprise,0003,264,265,.jpeg,.txt,0,263,264,0,,210417_MtErie_Enterprise_VIS_0003_00000000.jpeg;210417_MtErie_Enterprise_VIS_0003_00000001.jpeg;210417_MtErie_Enterprise_VIS_0003_00000002.jpeg;210417_MtErie_Enterprise_VIS_0003_00000003.jpeg;210417_MtErie_Enterprise_VIS_0003_00000004.jpeg,parsed,observed,"Recording identity, modality, grouping, and frame structure are ZIP path/name observations only; no flight or synchronization claim is made."
210417_MtErie_Enterprise_VIS_0005,210417_MtErie_Enterprise_VIS_0005,210417_MtErie_Enterprise,VIS,210417,MtErie,Enterprise,0005,272,273,.jpeg,.txt,0,290,272,19,161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179,210417_MtErie_Enterprise_VIS_0005_00000000.jpeg;210417_MtErie_Enterprise_VIS_0005_00000001.jpeg;210417_MtErie_Enterprise_VIS_0005_00000002.jpeg;210417_MtErie_Enterprise_VIS_0005_00000003.jpeg;210417_MtErie_Enterprise_VIS_0005_00000004.jpeg,parsed,observed,"Recording identity, modality, grouping, and frame structure are ZIP path/name observations only; no flight or synchronization claim is made."
210417_MtErie_Enterprise_VIS_0007,210417_MtErie_Enterprise_VIS_0007,210417_MtErie_Enterprise,VIS,210417,MtErie,Enterprise,0007,172,173,.jpeg,.txt,1,179,172,7,60;79;169;170;171;172;173,210417_MtErie_Enterprise_VIS_0007_00000001.jpeg;210417_MtErie_Enterprise_VIS_0007_00000002.jpeg;210417_MtErie_Enterprise_VIS_0007_00000003.jpeg;210417_MtErie_Enterprise_VIS_0007_00000004.jpeg;210417_MtErie_Enterprise_VIS_0007_00000005.jpeg,parsed,observed,"Recording identity, modality, grouping, and frame structure are ZIP path/name observations only; no flight or synchronization claim is made."
210529_Carnation_Enterprise_IR_0024,210529_Carnation_Enterprise_IR_0024,210529_Carnation_Enterprise,IR,210529,Carnation,Enterprise,0024,740,741,.jpg,.txt,0,1045,740,306,441;442;443;444;445;446;447;448;449;450;451;452;453;454;455;456;457;458;459;460,210529_Carnation_Enterprise_IR_0024_00000000.jpg;210529_Carnation_Enterprise_IR_0024_00000001.jpg;210529_Carnation_Enterprise_IR_0024_00000002.jpg;210529_Carnation_Enterprise_IR_0024_00000003.jpg;210529_Carnation_Enterprise_IR_0024_00000004.jpg,parsed,observed,"Recording identity, modality, grouping, and frame structure are ZIP path/name observations only; no flight or synchronization claim is made."
210529_Carnation_Enterprise_IR_0026,210529_Carnation_Enterprise_IR_0026,210529_Carnation_Enterprise,IR,210529,Carnation,Enterprise,0026,1315,1,.jpg,.txt,0,1455,1315,141,654;826;827;828;829;830;831;832;833;834;835;836;837;838;839;840;841;842;843;844,DJI_0026_00000000.jpg;DJI_0026_00000001.jpg;DJI_0026_00000002.jpg;DJI_0026_00000003.jpg;DJI_0026_00000004.jpg,parsed,observed,"Recording identity, modality, grouping, and frame structure are ZIP path/name observations only; no flight or synchronization claim is made."
210529_Carnation_Enterprise_VIS_0023,210529_Carnation_Enterprise_VIS_0023,210529_Carnation_Enterprise,VIS,210529,Carnation,Enterprise,0023,739,740,.jpg,.txt,0,1044,739,306,441;442;443;444;445;446;447;448;449;450;451;452;453;454;455;456;457;458;459;460,210529_Carnation_Enterprise_VIS_0023_00000000.jpg;210529_Carnation_Enterprise_VIS_0023_00000001.jpg;210529_Carnation_Enterprise_VIS_0023_00000002.jpg;210529_Carnation_Enterprise_VIS_0023_00000003.jpg;210529_Carnation_Enterprise_VIS_0023_00000004.jpg,parsed,observed,"Recording identity, modality, grouping, and frame structure are ZIP path/name observations only; no flight or synchronization claim is made."
210529_Carnation_Enterprise_VIS_0025,210529_Carnation_Enterprise_VIS_0025,210529_Carnation_Enterprise,VIS,210529,Carnation,Enterprise,0025,1315,1316,.jpg,.txt,0,1453,1315,139,826;827;828;829;830;831;832;833;834;835;836;837;838;839;840;841;842;843;844;845,210529_Carnation_Enterprise_VIS_0025_00000000.jpg;210529_Carnation_Enterprise_VIS_0025_00000001.jpg;210529_Carnation_Enterprise_VIS_0025_00000002.jpg;210529_Carnation_Enterprise_VIS_0025_00000003.jpg;210529_Carnation_Enterprise_VIS_0025_00000004.jpg,parsed,observed,"Recording identity, modality, grouping, and frame structure are ZIP path/name observations only; no flight or synchronization claim is made."
210812_Hannegan_Enterprise_IR_0054,210812_Hannegan_Enterprise_IR_0054,210812_Hannegan_Enterprise,IR,210812,Hannegan,Enterprise,0054,715,1,.jpg,.txt,0,715,715,1,464,DJI_0054_00000000.jpg;DJI_0054_00000001.jpg;DJI_0054_00000002.jpg;DJI_0054_00000003.jpg;DJI_0054_00000004.jpg,parsed,observed,"Recording identity, modality, grouping, and frame structure are ZIP path/name observations only; no flight or synchronization claim is made."
210812_Hannegan_Enterprise_IR_0056,210812_Hannegan_Enterprise_IR_0056,210812_Hannegan_Enterprise,IR,210812,Hannegan,Enterprise,0056,422,1,.jpg,.txt,0,439,422,18,335;347;348;349;358;360;361;378;383;387;394;396;403;408;417;422;424;426,DJI_0056_00000000.jpg;DJI_0056_00000001.jpg;DJI_0056_00000002.jpg;DJI_0056_00000003.jpg;DJI_0056_00000004.jpg,parsed,observed,"Recording identity, modality, grouping, and frame structure are ZIP path/name observations only; no flight or synchronization claim is made."
210812_Hannegan_Enterprise_VIS_0053,210812_Hannegan_Enterprise_VIS_0053,210812_Hannegan_Enterprise,VIS,210812,Hannegan,Enterprise,0053,715,1,.jpg,.txt,0,715,715,1,34,DJI_0053_00000000.jpg;DJI_0053_00000001.jpg;DJI_0053_00000002.jpg;DJI_0053_00000003.jpg;DJI_0053_00000004.jpg,parsed,observed,"Recording identity, modality, grouping, and frame structure are ZIP path/name observations only; no flight or synchronization claim is made."
210812_Hannegan_Enterprise_VIS_0055,210812_Hannegan_Enterprise_VIS_0055,210812_Hannegan_Enterprise,VIS,210812,Hannegan,Enterprise,0055,422,1,.jpg,.txt,0,439,422,18,335;347;348;349;358;360;361;378;383;387;394;396;403;408;417;422;424;426,DJI_0055_00000000.jpg;DJI_0055_00000001.jpg;DJI_0055_00000002.jpg;DJI_0055_00000003.jpg;DJI_0055_00000004.jpg,parsed,observed,"Recording identity, modality, grouping, and frame structure are ZIP path/name observations only; no flight or synchronization claim is made."
210924_FHL_Enterprise_IR_0127,210924_FHL_Enterprise_IR_0127,210924_FHL_Enterprise,IR,210924,FHL,Enterprise,0127,1008,1,.jpg,.txt,0,1007,1008,0,,DJI_0127_00000000.jpg;DJI_0127_00000001.jpg;DJI_0127_00000002.jpg;DJI_0127_00000003.jpg;DJI_0127_00000004.jpg,parsed,observed,"Recording identity, modality, grouping, and frame structure are ZIP path/name observations only; no flight or synchronization claim is made."
210924_FHL_Enterprise_IR_0135,210924_FHL_Enterprise_IR_0135,210924_FHL_Enterprise,IR,210924,FHL,Enterprise,0135,273,274,.jpg,.txt,0,272,273,0,,DJI_0135_00000000.jpg;DJI_0135_00000001.jpg;DJI_0135_00000002.jpg;DJI_0135_00000003.jpg;DJI_0135_00000004.jpg,parsed,observed,"Recording identity, modality, grouping, and frame structure are ZIP path/name observations only; no flight or synchronization claim is made."
210924_FHL_Enterprise_IR_0402,210924_FHL_Enterprise_IR_0402,210924_FHL_Enterprise,IR,210924,FHL,Enterprise,0402,896,897,.jpg,.txt,0,895,896,0,,DJI_0402.mp4_00000.jpg;DJI_0402.mp4_00001.jpg;DJI_0402.mp4_00002.jpg;DJI_0402.mp4_00003.jpg;DJI_0402.mp4_00004.jpg,parsed,observed,"Recording identity, modality, grouping, and frame structure are ZIP path/name observations only; no flight or synchronization claim is made."
210924_FHL_Enterprise_IR_0404,210924_FHL_Enterprise_IR_0404,210924_FHL_Enterprise,IR,210924,FHL,Enterprise,0404,1417,1418,.jpg,.txt,0,1416,1417,0,,DJI_0404.mp4_00000.jpg;DJI_0404.mp4_00001.jpg;DJI_0404.mp4_00002.jpg;DJI_0404.mp4_00003.jpg;DJI_0404.mp4_00004.jpg,parsed,observed,"Recording identity, modality, grouping, and frame structure are ZIP path/name observations only; no flight or synchronization claim is made."
210924_FHL_Enterprise_IR_0406,210924_FHL_Enterprise_IR_0406,210924_FHL_Enterprise,IR,210924,FHL,Enterprise,0406,943,943,.jpg,.txt,0,942,943,0,,210924_FHL_Enterprise_IR_0406.mp4_00000.jpg;210924_FHL_Enterprise_IR_0406.mp4_00001.jpg;210924_FHL_Enterprise_IR_0406.mp4_00002.jpg;210924_FHL_Enterprise_IR_0406.mp4_00003.jpg;210924_FHL_Enterprise_IR_0406.mp4_00004.jpg,parsed,observed,"Recording identity, modality, grouping, and frame structure are ZIP path/name observations only; no flight or synchronization claim is made."
210924_FHL_Enterprise_IR_0408,210924_FHL_Enterprise_IR_0408,210924_FHL_Enterprise,IR,210924,FHL,Enterprise,0408,1035,1,.jpg,.txt,0,1034,1035,0,,DJI_0408.mp4_00000.jpg;DJI_0408.mp4_00001.jpg;DJI_0408.mp4_00002.jpg;DJI_0408.mp4_00003.jpg;DJI_0408.mp4_00004.jpg,parsed,observed,"Recording identity, modality, grouping, and frame structure are ZIP path/name observations only; no flight or synchronization claim is made."
210924_FHL_Enterprise_IR_0410,210924_FHL_Enterprise_IR_0410,210924_FHL_Enterprise,IR,210924,FHL,Enterprise,0410,1299,1,.jpg,.txt,0,1298,1299,0,,DJI_0410.mp4_00000.jpg;DJI_0410.mp4_00001.jpg;DJI_0410.mp4_00002.jpg;DJI_0410.mp4_00003.jpg;DJI_0410.mp4_00004.jpg,parsed,observed,"Recording identity, modality, grouping, and frame structure are ZIP path/name observations only; no flight or synchronization claim is made."
210924_FHL_Enterprise_IR_0565,210924_FHL_Enterprise_IR_0565,210924_FHL_Enterprise,IR,210924,FHL,Enterprise,0565,982,982,.jpg,.txt,0,981,982,0,,210924_FHL_Enterprise_IR_0565.mp4_00000.jpg;210924_FHL_Enterprise_IR_0565.mp4_00001.jpg;210924_FHL_Enterprise_IR_0565.mp4_00002.jpg;210924_FHL_Enterprise_IR_0565.mp4_00003.jpg;210924_FHL_Enterprise_IR_0565.mp4_00004.jpg,parsed,observed,"Recording identity, modality, grouping, and frame structure are ZIP path/name observations only; no flight or synchronization claim is made."
210924_FHL_Enterprise_IR_0567,210924_FHL_Enterprise_IR_0567,210924_FHL_Enterprise,IR,210924,FHL,Enterprise,0567,909,910,.jpeg,.txt,0,911,909,3,700;855;861,DJI_0567_00000000.jpeg;DJI_0567_00000001.jpeg;DJI_0567_00000002.jpeg;DJI_0567_00000003.jpeg;DJI_0567_00000004.jpeg,parsed,observed,"Recording identity, modality, grouping, and frame structure are ZIP path/name observations only; no flight or synchronization claim is made."
210924_FHL_Enterprise_VIS_0126,210924_FHL_Enterprise_VIS_0126,210924_FHL_Enterprise,VIS,210924,FHL,Enterprise,0126,1006,1005,.jpg,.txt,0,1005,1006,0,,DJI_0126_00000000.jpg;DJI_0126_00000001.jpg;DJI_0126_00000002.jpg;DJI_0126_00000003.jpg;DJI_0126_00000004.jpg,parsed,observed,"Recording identity, modality, grouping, and frame structure are ZIP path/name observations only; no flight or synchronization claim is made."
210924_FHL_Enterprise_VIS_0134,210924_FHL_Enterprise_VIS_0134,210924_FHL_Enterprise,VIS,210924,FHL,Enterprise,0134,273,273,.jpg,.txt,0,272,273,0,,210924_FHL_Enterprise_VIS_0134.mp4_00000.jpg;210924_FHL_Enterprise_VIS_0134.mp4_00001.jpg;210924_FHL_Enterprise_VIS_0134.mp4_00002.jpg;210924_FHL_Enterprise_VIS_0134.mp4_00003.jpg;210924_FHL_Enterprise_VIS_0134.mp4_00004.jpg,parsed,observed,"Recording identity, modality, grouping, and frame structure are ZIP path/name observations only; no flight or synchronization claim is made."
210924_FHL_Enterprise_VIS_0401,210924_FHL_Enterprise_VIS_0401,210924_FHL_Enterprise,VIS,210924,FHL,Enterprise,0401,897,897,.jpg,.txt,0,896,897,0,,210924_FHL_Enterprise_VIS_0401.mp4_00000.jpg;210924_FHL_Enterprise_VIS_0401.mp4_00001.jpg;210924_FHL_Enterprise_VIS_0401.mp4_00002.jpg;210924_FHL_Enterprise_VIS_0401.mp4_00003.jpg;210924_FHL_Enterprise_VIS_0401.mp4_00004.jpg,parsed,observed,"Recording identity, modality, grouping, and frame structure are ZIP path/name observations only; no flight or synchronization claim is made."
210924_FHL_Enterprise_VIS_0403,210924_FHL_Enterprise_VIS_0403,210924_FHL_Enterprise,VIS,210924,FHL,Enterprise,0403,1417,1,.jpg,.txt,0,1416,1417,0,,DJI_0403.mp4_00000.jpg;DJI_0403.mp4_00001.jpg;DJI_0403.mp4_00002.jpg;DJI_0403.mp4_00003.jpg;DJI_0403.mp4_00004.jpg,parsed,observed,"Recording identity, modality, grouping, and frame structure are ZIP path/name observations only; no flight or synchronization claim is made."
210924_FHL_Enterprise_VIS_0405,210924_FHL_Enterprise_VIS_0405,210924_FHL_Enterprise,VIS,210924,FHL,Enterprise,0405,945,946,.jpg,.txt,0,944,945,0,,DJI_0405.mp4_00000.jpg;DJI_0405.mp4_00001.jpg;DJI_0405.mp4_00002.jpg;DJI_0405.mp4_00003.jpg;DJI_0405.mp4_00004.jpg,parsed,observed,"Recording identity, modality, grouping, and frame structure are ZIP path/name observations only; no flight or synchronization claim is made."
210924_FHL_Enterprise_VIS_0407,210924_FHL_Enterprise_VIS_0407,210924_FHL_Enterprise,VIS,210924,FHL,Enterprise,0407,1035,1036,.jpg,.txt,0,1034,1035,0,,DJI_0407.mp4_00000.jpg;DJI_0407.mp4_00001.jpg;DJI_0407.mp4_00002.jpg;DJI_0407.mp4_00003.jpg;DJI_0407.mp4_00004.jpg,parsed,observed,"Recording identity, modality, grouping, and frame structure are ZIP path/name observations only; no flight or synchronization claim is made."
210924_FHL_Enterprise_VIS_0409,210924_FHL_Enterprise_VIS_0409,210924_FHL_Enterprise,VIS,210924,FHL,Enterprise,0409,1300,1,.jpg,.txt,0,1299,1300,0,,DJI_0409.mp4_00000.jpg;DJI_0409.mp4_00001.jpg;DJI_0409.mp4_00002.jpg;DJI_0409.mp4_00003.jpg;DJI_0409.mp4_00004.jpg,parsed,observed,"Recording identity, modality, grouping, and frame structure are ZIP path/name observations only; no flight or synchronization claim is made."
210924_FHL_Enterprise_VIS_0564,210924_FHL_Enterprise_VIS_0564,210924_FHL_Enterprise,VIS,210924,FHL,Enterprise,0564,983,1,.jpg,.txt,0,982,983,0,,DJI_0564.mp4_00000.jpg;DJI_0564.mp4_00001.jpg;DJI_0564.mp4_00002.jpg;DJI_0564.mp4_00003.jpg;DJI_0564.mp4_00004.jpg,parsed,observed,"Recording identity, modality, grouping, and frame structure are ZIP path/name observations only; no flight or synchronization claim is made."
210924_FHL_Enterprise_VIS_0566,210924_FHL_Enterprise_VIS_0566,210924_FHL_Enterprise,VIS,210924,FHL,Enterprise,0566,909,1,.jpg,.txt,0,909,909,1,861,DJI_0566_00000000.jpg;DJI_0566_00000001.jpg;DJI_0566_00000002.jpg;DJI_0566_00000003.jpg;DJI_0566_00000004.jpg,parsed,observed,"Recording identity, modality, grouping, and frame structure are ZIP path/name observations only; no flight or synchronization claim is made."
220109_Baker_Enterprise_IR_1,220109_Baker_Enterprise_IR_1,220109_Baker_Enterprise,IR,220109,Baker,Enterprise,1,2180,2181,.jpg,.txt,0,2179,2180,0,,DJI_0583 (1-10-2022 2-51-48 PM).mp4_00000.jpg;DJI_0583 (1-10-2022 2-51-48 PM).mp4_00001.jpg;DJI_0583 (1-10-2022 2-51-48 PM).mp4_00002.jpg;DJI_0583 (1-10-2022 2-51-48 PM).mp4_00003.jpg;DJI_0583 (1-10-2022 2-51-48 PM).mp4_00004.jpg,parsed,observed,"Recording identity, modality, grouping, and frame structure are ZIP path/name observations only; no flight or synchronization claim is made."
220109_Baker_Enterprise_IR_2,220109_Baker_Enterprise_IR_2,220109_Baker_Enterprise,IR,220109,Baker,Enterprise,2,609,610,.jpg,.txt,0,608,609,0,,DJI_0585 (1-10-2022 2-52-01 PM).mp4_00000.jpg;DJI_0585 (1-10-2022 2-52-01 PM).mp4_00001.jpg;DJI_0585 (1-10-2022 2-52-01 PM).mp4_00002.jpg;DJI_0585 (1-10-2022 2-52-01 PM).mp4_00003.jpg;DJI_0585 (1-10-2022 2-52-01 PM).mp4_00004.jpg,parsed,observed,"Recording identity, modality, grouping, and frame structure are ZIP path/name observations only; no flight or synchronization claim is made."
220109_Baker_Enterprise_VIS_1,220109_Baker_Enterprise_VIS_1,220109_Baker_Enterprise,VIS,220109,Baker,Enterprise,1,2180,2181,.jpg,.txt,0,2179,2180,0,,DJI_0582 (1-10-2022 2-51-42 PM).mp4_00000.jpg;DJI_0582 (1-10-2022 2-51-42 PM).mp4_00001.jpg;DJI_0582 (1-10-2022 2-51-42 PM).mp4_00002.jpg;DJI_0582 (1-10-2022 2-51-42 PM).mp4_00003.jpg;DJI_0582 (1-10-2022 2-51-42 PM).mp4_00004.jpg,parsed,observed,"Recording identity, modality, grouping, and frame structure are ZIP path/name observations only; no flight or synchronization claim is made."
